UK	UNIQUE_GLOSS	ENGLISH_GLOSS	LWT_KEY	LWT_GLOSS	PART_OF_SPEECH	SEMANTIC_FIELD	OMEGA_WIKI	EXAMPLE CONTEXT/EXPLANATION	ENGLISH_GLOSS	SPANISH_GLOSS	Alternative Omega Wiki Links	FRENCH_GLOSS	PORTUGUESE_GLOSS	GERMAN_TRANSLATION	RUSSIAN_GLOSS
1253	STRAIGHT	straight	12.73	straight	Adjective	Spatial relations	http://www.omegawiki.org/DefinedMeaning:straight_(5994)		straight	<<derecho, recto>>		<droit>	<direito, reto>	<gerade>	<прямой>
1254	CROOKED	crooked	12.74	crooked	Adjective	Spatial relations	http://www.omegawiki.org/DefinedMeaning:crooked_(1507521)	opposite of straight	crooked	<<torcido>>		<courbe, pas droit>	<torcido, torto>	<krumm>	<кривой>
1255	THE HOOK	hook	12.75	the hook	Noun	Spatial relations	http://www.omegawiki.org/DefinedMeaning:hook_(461013)		hook	<<gancho>>		<crochet>	<gancho>	<haken>	<крюк>
1256	THE CORNER	corner	12.76	the corner	Noun	Spatial relations	http://www.omegawiki.org/DefinedMeaning:corner_(1404011)		corner	<<esquina, rincón>>	http://www.omegawiki.org/DefinedMeaning:corner_(7729)	<coin>	<esquina, canto>	<ecke; winkel>	<угол>
1257	THE CROSS	cross	12.77	the cross	Noun	Spatial relations	http://www.omegawiki.org/DefinedMeaning:cross_(5908)		cross	<<cruz>>		<croix>	<cruz>	<kreuz>	<крест>
1258	THE SQUARE	square	12.78	the square	Noun	Spatial relations	http://www.omegawiki.org/DefinedMeaning:square_(3599)		square	<<cuadrado>>		<carré>	<quadrado>	<vier-eck>	<квадрат>
1259	ROUND	round	12.81	round	Adjective	Spatial relations	http://www.omegawiki.org/DefinedMeaning:round_(5984)		round	<<redondo>>	http://www.omegawiki.org/DefinedMeaning:rotondo_(700103)	<rond>	<redondo>	<rund>	<круглый>
1260	THE CIRCLE	circle	12.82	the circle	Noun	Spatial relations	http://www.omegawiki.org/DefinedMeaning:circle_(6135)		circle	<<círculo>>		<cercle>	<círculo, roda>	<kreis>	<круг, окружность>
1261	THE BALL	ball	12.83	the ball	Noun	Spatial relations	http://www.omegawiki.org/DefinedMeaning:ball_(7785)	sphere	ball	<<pelota, esfera, globo>>	http://www.omegawiki.org/DefinedMeaning:ball_(7782)	<sphère, ballon>	<esfera, bola>	<kugel>	<сфера, шар>
1262	THE LINE	line	12.84	the line	Noun	Spatial relations	http://www.omegawiki.org/DefinedMeaning:Linie_(451773)		line	<<línea>>	http://www.omegawiki.org/DefinedMeaning:línea_(873185)	<ligne, rang>	<linha>	<>	<линия>
1263	THE HOLE	hole	12.85	the hole	Noun	Spatial relations	http://www.omegawiki.org/DefinedMeaning:hole_(6857)		hole	<<agujero>>		<trou>	<buraco>	<loch>	<дыра>
1264	SIMILAR	similar	12.92	similar	Adjective	Spatial relations	http://www.omegawiki.org/DefinedMeaning:similar_(6406)		similar	<<semejante>>		<semblable>	<parecido>	<ähnlich>	<похожий, подобный>
1265	TO CHANGE	change	12.93	to change	Verb	Spatial relations	http://www.omegawiki.org/DefinedMeaning:change_(5547)	e.g. The baby changed her life.	to change	<<cambiar>>	http://www.omegawiki.org/DefinedMeaning:change_(5546)	<changer>	<mudar>	<ver-ändern; wechseln; tauschen>	<менять>
1266	APART	apart	12.99901	apart	Function word	Spatial relations	http://www.omegawiki.org/DefinedMeaning:aparte_(520618)		apart	-		-	-	-	-
1267	BACK	back	12.99902	back	Adverb	Spatial relations	http://www.omegawiki.org/DefinedMeaning:back_(5646)		back	-		-	-	-	-
1268	ZERO	zero	13	zero	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:zero_(5653)	e.g. The number ten is written as a one and a zero.	zero	-	http://www.omegawiki.org/DefinedMeaning:Null_(809644)	-	-	-	-
1269	ONE	one	13.01	one	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:one_(6244)	e.g. one tree	one	-	http://www.omegawiki.org/DefinedMeaning:ett_(5433)	-	-	-	-
1270	TWO	two	13.02	two	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:two_(6248)	e.g. two trees	two	-	http://www.omegawiki.org/DefinedMeaning:one_(5425)	-	-	-	-
1271	THREE	three	13.03	three	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:three_(156096)	e.g. three trees	three	-	http://www.omegawiki.org/DefinedMeaning:many_(5424)	-	-	-	-
1272	FOUR	four	13.04	four	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:four_(6253)	e.g. four trees	four	-	http://www.omegawiki.org/DefinedMeaning:three_(5447)	-	-	-	-
1273	FIVE	five	13.05	five	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:five_(156104)	e.g. five trees	five	-	http://www.omegawiki.org/DefinedMeaning:four_(5448)	-	-	-	-
1274	SIX	six	13.06	six	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:six_(7003)	e.g. six trees	six	-		-	-	-	-
1275	SEVEN	seven	13.07	seven	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:seven_(7004)	e.g. seven trees	seven	-		-	-	-	-
1276	EIGHT	eight	13.08	eight	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:eight_(7005)	e.g. eight trees	eight	-		-	-	-	-
1277	NINE	nine	13.09	nine	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:nine_(6193)	e.g. nine trees	nine	-	http://www.omegawiki.org/DefinedMeaning:9_(6208)	-	-	-	-
1278	TEN	ten	13.1	ten	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:ten_(6312)	e.g. ten trees	ten	<<uno>>		<un>	<um, uma>	<ein; eins>	<один>
1279	ELEVEN	eleven	13.101	eleven	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:eleven_(7006)	e.g. eleven trees	eleven	<<once>>		<onze>	<onze>	<elf>	<одиннадцать>
1280	TWELVE	twelve	13.102	twelve	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:twelve_(7007)	e.g. twelve trees	twelve	<<doce>>		<douze>	<doze>	<zwölf>	<двенадцать>
1281	FIFTEEN	fifteen	13.103	fifteen	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:fifteen_(7010)	e.g. fifteen trees	fifteen	<<quince>>		<quinze>	<quinze>	<fünfzehn>	<пятнадцать>
1282	TWENTY	twenty	13.104	twenty	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:twenty_(7013)	e.g. twenty trees	twenty	<<veinte>>		<vingt>	<vinte>	<zwanzig>	<двадцать>
1283	A HUNDRED	a hundred	13.105	a hundred	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:hundred_(6685)	e.g. a hundred trees	a hundred	<<ciento, cien>>		<cent>	<cento, cem>	<hundert>	<сто>
1284	A THOUSAND	a thousand	13.106	a thousand	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:thousand_(7755)	e.g. a thousand trees	a thousand	<<mil>>		<mille>	<mil>	<tausend>	<тысяча>
1285	TO COUNT	count	13.107	to count	Verb	Quantity	http://www.omegawiki.org/DefinedMeaning:count_(6026)	count objects in a set in order to determine the total	to count	<<contar>>	http://www.omegawiki.org/DefinedMeaning:contar_(626814)	<compter>	<contar>	<zählen>	<считать>
1286	ALL	all	13.14	all	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:all_(1173416)	the complete set of (applied to a conceptually countable and nonsingular noun)	all	<<cada uno, todo>>		<chaque, tous>	<cada, tudo>	<jeder; (all); alle>	<все>
1287	MANY	many	13.15	many	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:water_(5423)	a large number of (applied to a conceptually countable and nonsingular noun)	many	<<mucho>>		<beaucoup>	<muito, muitos>	<viel>	<много>
1288	MORE	more	13.16	more	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:more_(950694)	a larger number of	more	<<más>>	http://www.omegawiki.org/DefinedMeaning:more_(1379482)	<encore, plus>	<mais>	<mehr>	<больше>
1289	FEW	few	13.17	few	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:some_(5500)	??? vermutlich falsche Definition bei WOLD: a larger number of	few	<<poco>>		<peu>	<pouco, poucos>	<wenig>	<мало>
1290	ENOUGH	enough	13.18	enough	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:enough_(8158)	e.g. Today I found enough mushrooms for our supper.	enough	<<bastante, suficiente>>		<assez>	<bastante, suficiente>	<genug>	<достаточно>
1291	SOME	some	13.181	some	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:dort_(5499)	a certain number of (applied to a conceptually countable and nonsingular noun)	some	<<un poco, algo, alguno>>		<un peu>	<alguns>	<einige>	<несколько>
1292	THE CROWD	crowd	13.19	the crowd	Noun	Quantity	http://www.omegawiki.org/DefinedMeaning:concourse_(993922)	a large number of people in one place	crowd	<<multitud>>		<foule>	<multidão>	<menge; ge-dränge>	<множество>
1293	FULL	full	13.21	full	Adjective	Quantity	http://www.omegawiki.org/DefinedMeaning:full_(6040)	e.g. An empty pot is easier to carry than a full pot.	full	<<lleno>>		<plein>	<cheio>	<voll>	<полный>
1294	EMPTY	empty	13.22	empty	Adjective	Quantity	http://www.omegawiki.org/DefinedMeaning:empty_(6659)	e.g. An empty pot is easier to carry than a full pot.	empty	<<vacío>>		<vide>	<vazio>	<leer>	<пустой>
1295	THE PART	part	13.23	the part	Noun	Quantity	http://www.omegawiki.org/DefinedMeaning:part_(345219)	e.g. The front part of the car was badly damaged.	part	<<pedazo>>	http://www.omegawiki.org/DefinedMeaning:componente_(870987)	<morceau, partie>	<parte, pedaço, peça>	<teil; stück>	<часть, кусок>
1296	THE PIECE	piece	13.231	the piece	Noun	Quantity	http://www.omegawiki.org/DefinedMeaning:sandbox:1_(160850)	e.g. a piece of cheese	piece	-		-	-	-	-
1297	THE HALF	half	13.24	the half	Noun	Quantity	http://www.omegawiki.org/DefinedMeaning:helft_(352085)	either of the two equal parts into which something is divided	half	<<mitad>>		<moitié>	<metade>	<halb; hälfte>	<половина>
1298	ONLY	only	13.33	only	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:but_(6485)	e.g. Saturn is the only planet with rings.	only	<<solo, solamente>>	http://www.omegawiki.org/DefinedMeaning:only_(345294)	<seul, seulement>	<só, somente>	<allein; einzig; nur; bloss>	<один, единственный>
1299	ALONE	alone	13.331	alone	Adjective	Quantity	http://www.omegawiki.org/DefinedMeaning:exclusivamente_(904382)	e.g. Don't leave me alone.	alone	-		-	-	-	-
1300	FIRST	first	13.34	first	Function word	Quantity	www.omegawiki.org/DefinedMeaning:first_(338524)	e.g. You are the first person I see today.	first	<<primero>>		<premier>	<primeiro>	<erste>	<первый>
1301	LAST	last	13.35	last	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:last_(6337)	e.g. You were last person I saw before going to bed.	last	<<último>>		<dernier>	<último>	<letzte>	<последний>
1302	SECOND	second	13.36	second	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:second_(5958)	e.g. You are the second person I see today.	second	<<segundo>>		<deuxième>	<segundo>	<zweite>	<второй>
1303	THE PAIR	pair	13.37	the pair	Noun	Quantity	http://www.omegawiki.org/DefinedMeaning:pair_(8187)	two things of the same kind that are used together	pair	<<par>>		<couple, paire>	<par>	<ein paar>	<пара>
1304	TWICE	twice	13.38	twice/two times	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:twice_(6389)	e.g. He came over twice today.	twice/two times	<<dos veces>>		<deux fois>	<duas vezes>	<zweimal>	<два раза>
1305	TWO TIMES	two times	13.38	twice/two times	Function word	Quantity	http://www.omegawiki.org/Expression:twice	e.g. He came over twice today.	twice/two times	<<dos veces>>		<deux fois>	<duas vezes>	<zweimal>	<два раза>
1306	THIRD	third	13.42	third	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:third_(7979)	e.g. You are the third person I see today.	third	<<tercero>>		<troisième>	<terceiro>	<dritte>	<третий>
1307	THREE TIMES	three times	13.44	three times	Function word	Quantity	http://www.omegawiki.org/Expression:triply	He came over three times today.	three times	<<tres veces>>		<trois fois>	<três vezes>	<dreimal>	<три раза>
1308	A LITTLE	a little	13.99901	a little	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:ligeramente_(904463)		a little	-		-	-	-	-
1309	BY	by	13.99902	by	Function word	Quantity	? unklare Bedeutung		by	-		-	-	-	-
1310	EACH	each	13.99903	each or every	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:not_(5496)		each or every	-		-	-	-	-
1311	EVERY	every	13.99903	each or every	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:not_(5496)		each or every	-	http://www.omegawiki.org/DefinedMeaning:every_(339032)	-	-	-	-
1312	THE CENTIGRAM	centigram	13.99904	the centigram	Noun	Quantity	http://www.omegawiki.org/DefinedMeaning:centigram_(1279033)		centigram	-		-	-	-	-
1313	THE YARD	yard	13.99905	the yard	Noun	Quantity	http://www.omegawiki.org/DefinedMeaning:yard_(339629)		yard	-		-	-	-	-
1314	THIRTY	thirty	13.99906	thirty	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:thirty_(7017)		thirty	-		-	-	-	-
1315	TO FILL	fill	13.99907	to fill	Verb	Quantity	http://www.omegawiki.org/DefinedMeaning:fill_(962533)		to fill	-		-	-	-	-
1316	SUBSTITUTE	substitute	13.99908	to substitute	Function word	Quantity	http://www.omegawiki.org/DefinedMeaning:substitute_(1092173)		to substitute	-		-	-	-	-
1317	THE TIME	time	14.11	the time	Noun	Time	http://www.omegawiki.org/DefinedMeaning:time_(3779)	e.g. Only time can heal her pain.	time	<<tiempo>>		<heure, temps>	<tempo>	<zeit (weile)>	<время>
1318	THE AGE	age	14.12	the age	Noun	Time	http://www.omegawiki.org/DefinedMeaning:age_(73)	time of life	age	<<edad>>		<âge>	<idade>	<alter>	<возраст, век, эпоха>
1319	NEW	new	14.13	new	Adjective	Time	http://www.omegawiki.org/DefinedMeaning:age_(73)	e.g. I bought a new car.	new	<<nuevo>>		<nouveau>	<novo>	<neu>	<новый>
1320	YOUNG	young	14.14	young	Adjective	Time	http://www.omegawiki.org/DefinedMeaning:young_(5445)	e.g. He is too young to eat solid foods	young	<<tierno, joven>>		<jeune>	<jovem, novo>	<jung>	<молодой>
1321	OLD	old	14.15	old	Adjective	Time	http://www.omegawiki.org/DefinedMeaning:earth_(5482)	e.g. She is so old that all her teeth are gone.	old	<<viejo>>		<vieux, âgé>	<velho>	<alt>	<старый>
1322	EARLY	early	14.16	early	Function word	Time	http://www.omegawiki.org/DefinedMeaning:early_(331892)	e.g. Come early, otherwise you won't get any cake.	early	<<temprano>>	http://www.omegawiki.org/DefinedMeaning:primo_(695342)	<tôt, de bonne heure>	<cedo>	<früh>	<рано>
1323	LATE	late	14.17	late	Function word	Time	http://www.omegawiki.org/DefinedMeaning:late_(154705)	e.g. Don't come late, otherwise you won't get any cake	late	<<tarde>>	http://www.omegawiki.org/DefinedMeaning:late_(154699)	<tard>	<tarde>	<spät>	<поздно>
1324	NOW	now	14.18	now	Function word	Time	http://www.omegawiki.org/DefinedMeaning:yet_(5936)	e.g. I was sick last week, but I'm fine now.	now	<<ahora>>	http://www.omegawiki.org/DefinedMeaning:now_(1379722)	<maintenant>	<agora>	<jetzt; nun>	<сейчас>
1325	IMMEDIATELY	immediately	14.19	immediately	Function word	Time	http://www.omegawiki.org/DefinedMeaning:inmediatamente_(904194)	e.g. Come here immediately!	immediately	<<en seguida, inmediatamente>>		<tout de suite>	<de imediato>	<bald; sofort; sogleich>	<немедленно>
1326	FAST	fast	14.21	fast	Adverb	Time	http://www.omegawiki.org/DefinedMeaning:fast_(6672)	quickly	fast	<<rápido>>	http://www.omegawiki.org/DefinedMeaning:expeditious_(1110122)	<vite, rapide>	<rápido, ligeiro>	<schnell; rasch; ge-schwind>	<быстрый>
1327	SLOW	slow	14.22	slow	Adverb	Time	http://www.omegawiki.org/DefinedMeaning:slow_(335287)	e.g. That horse runs as slow as a human.	slow	<<despacio, lentamente>>		<lent>	<vagaroso, devagar>	<langsam>	<медленный>
1328	TO HURRY	hurry	14.23	to hurry	Verb	Time	http://www.omegawiki.org/DefinedMeaning:hurry_(341511)	e.g. Please hurry, or we'll be late.	to hurry	<<apurarse, darse prisa>>	http://www.omegawiki.org/DefinedMeaning:hurry_(341518)	<se dépêcher>	<apressar>	<eilen; sich be-eilen>	<спешить, торопить(ся)>
1329	TO BE LATE	be late	14.24	to be late	Verb	Time	http://www.omegawiki.org/DefinedMeaning:late_(154705)	to tarry	to tarry	<<demorar, retrasar>>		<différer, retarder>	<demorar, atrasar>	<zögern; säumen>	<замедлять, задерживать>
1330	TO BEGIN	begin	14.25	to begin	Verb	Time	http://www.omegawiki.org/DefinedMeaning:avviare_(7451)	e.g. I began the work yesterday.	to begin	<<empezar, comienzo, inicio>>	http://www.omegawiki.org/DefinedMeaning:begin_(356208), http://www.omegawiki.org/DefinedMeaning:begin_(356211)	<commencement, début>	<começar>	<anfang-en; be-ginnen; anfang>	<начинать, начало>
1331	THE BEGINNING	beginning	14.251	the beginning	Noun	Time	http://www.omegawiki.org/DefinedMeaning:start_(6405)	e.g. At the beginning it was difficult, but now it's easier.	beginning	-	http://www.omegawiki.org/DefinedMeaning:za%C4%8Diatok_(355446)	-	-	-	-
1332	TO LAST	last	14.252	to last	Verb	Time	http://www.omegawiki.org/DefinedMeaning:durar_(533044)	take up	to last	<<durar>>		<durer>	<durar, suportar>	<dauern (währen)>	<продолжаться, длиться>
1333	THE END (TEMPORAL)	end	14.26	the end(2)	Noun	Time	http://www.omegawiki.org/DefinedMeaning:end_(340750)	e.g. At the end of the harvest there is a celebration.	end(2)	<<fin>>		<fin>	<fim>	<ende; schluss>	<кончать>
1334	TO FINISH	finish	14.27	to finish	Verb	Time	http://www.omegawiki.org/DefinedMeaning:finish_(7146)	e.g. I began building my house five years ago, but only finished it this year.	to finish	<<acabar, terminar, finalizar>>		<finir, terminer>	<completar, acabar>	<vollenden; be-end(ig)en>	<заканчивать>
1335	TO CEASE	cease	14.28	to cease	Verb	Time	http://www.omegawiki.org/DefinedMeaning:cease_(849510)	to stop doing something	to cease	<<terminar, detenerse>>	http://www.omegawiki.org/DefinedMeaning:stop_(1496276)	<cesser, s'arrêter>	<parar, cessar>	<aufhören>	<прекращать, останавливаться>
1336	READY	ready	14.29	ready	Adjective	Time	http://www.omegawiki.org/DefinedMeaning:ready_(346236)	e.g. I'm ready to go, but my husband is still in the shower.	ready	<<listo>>		<prêt>	<pronto>	<bereit; fertig>	<готовый>
1337	ALWAYS	always	14.31	always	Function word	Time	http://www.omegawiki.org/DefinedMeaning:always_(6902)	e.g. He always comes late	always	<<siempre>>	http://www.omegawiki.org/DefinedMeaning:always_(6903)	<toujours>	<sempre>	<immer; stets>	<всегда>
1338	OFTEN	often	14.32	often	Function word	Time	http://www.omegawiki.org/DefinedMeaning:often_(7834)	e.g. He often comes late, but today he's on time.	often	<<a menudo, frecuentemente>>		<souvent>	<amiúde>	<oft; häufig>	<часто>
1339	SOMETIMES	sometimes	14.33	sometimes	Function word	Time	http://www.omegawiki.org/DefinedMeaning:sometimes_(6387)	e.g. Sometimes he comes late, but more often he's on time.	sometimes	<<a veces>>		<quelquefois>	<às vezes>	<zu-weilen; bis-weilen>	<иногда>
1340	SOON	soon	14.331	soon	Function word	Time	http://www.omegawiki.org/DefinedMeaning:bient%C3%B4t_(335437)	e.g. Don't go yet, he'll be here soon.	soon	<<pronto>>		<bientôt>	<em breve>	<bald>	<скоро>
1341	FOR A LONG TIME	for a long time	14.332	for a long time	Function word	Time	http://www.omegawiki.org/Expression:for_a_long_time	e.g. He waited for a long time, but she never came	for a long time	<<por mucho tiempo>>		<longtemps>	<por muito tempo>	<lange>	<долгосрочный>
1342	NEVER	never	14.34	never	Function word	Time	http://www.omegawiki.org/DefinedMeaning:never_(6814)	I never eat pork.	never	<<nunca, jamás>>		<jamais>	<nunca, jamais>	<nie; niemals; nimmer>	<никогда>
1343	AGAIN	again	14.35	again	Function word	Time	http://www.omegawiki.org/DefinedMeaning:again_(1412012)	e.g. I was there yesterday, but today I'm going again.	again	<<otra vez>>	http://www.omegawiki.org/DefinedMeaning:again_(6952)	<encore>	<outra vez, de novo>	<wieder(um); nochmal(s); abermal(s)>	<опять, снова>
